name,age,married,working,past_deliveries,delivery_time
Saksham Dara,45,Yes,No,4,12-1
Chandran Bhandari,66,Yes,No,5,12-1
Unnati Kurian,24,Yes,Yes,2,11-12
Jhalak Verma,52,Yes,No,5,12-1
Idika Pandit,24,No,Yes,3,3-4
Quincy Vig,62,No,No,5,2-3
Sneha Zachariah,33,Yes,No,4,12-1
Yauvani Saraf,37,Yes,Yes,5,1-2
Irya Deol,50,No,Yes,4,4-5
Bishakha Shroff,23,No,No,1,9-10
Faqid Bhakta,61,No,Yes,0,11-12
Nicholas Sachdeva,45,No,Yes,1,2-3
Hitesh Ramaswamy,35,No,Yes,4,2-3
Isha More,42,Yes,No,4,1-2
Rishi Dubey,43,Yes,No,4,10-11
Aradhana Sani,37,Yes,Yes,4,11-12
Neel Wable,43,Yes,Yes,5,3-4
Vrishti Saran,36,No,Yes,3,1-2
Pranit Swamy,39,Yes,No,3,2-3
Ishita Kade,42,Yes,No,5,4-5
Leena Palan,35,Yes,No,4,12-1
Leena Peri,33,Yes,Yes,5,3-4
Lajita Rattan,24,Yes,No,3,1-2
Zayan Badal,36,Yes,No,5,3-4
Amaira Raghavan,21,Yes,No,1,10-11
Fariq Joshi,52,Yes,No,3,9-10
Aarush Seshadri,39,No,Yes,3,12-1
Isaac Narain,63,No,Yes,4,11-12
Ishani Rana,69,No,Yes,4,11-12
Nidhi Master,45,Yes,No,4,1-2
Yashoda Khurana,19,Yes,Yes,5,3-4
Alexander Sarkar,34,No,Yes,4,12-1
Banjeet Murthy,25,No,No,4,12-1
Idika Samra,52,Yes,Yes,3,10-11
Ryan Narayanan,33,Yes,Yes,3,1-2
Yashoda Jain,24,Yes,No,3,3-4
Falak Barad,43,No,No,1,11-12
Liam Chada,29,Yes,Yes,5,4-5
Shivansh Korpal,69,Yes,No,5,2-3
Bhavna Tata,30,Yes,Yes,3,1-2
Ekapad Biswas,28,No,Yes,5,2-3
Tanveer Deol,48,No,No,2,11-12
Umang Mallick,33,Yes,Yes,4,11-12
Timothy Apte,60,No,Yes,3,9-10
Ekaraj Halder,34,No,No,5,11-12
Saksham Mander,35,Yes,Yes,0,1-2
Arjun Baria,53,No,No,1,11-12
Utkarsh Jaggi,43,Yes,Yes,3,1-2
George Ranganathan,51,Yes,No,2,2-3
Zaitra Tiwari,67,Yes,No,4,3-4
Vidhi Parsa,66,Yes,No,4,10-11
Udarsh Patla,61,Yes,No,4,10-11
Teerth Kapur,55,No,Yes,5,12-1
Manthan Oza,68,Yes,Yes,3,11-12
Bhanumati Pandit,22,No,Yes,5,1-2
Luke Swamy,56,No,No,5,10-11
Guneet Virk,70,Yes,No,4,12-1
Anirudh Kakar,22,Yes,No,5,11-12
Ganga Desai,54,No,No,5,12-1
Gaurangi Mukherjee,51,Yes,Yes,1,10-11
Wakeeta Handa,44,Yes,No,1,11-12
Advaith Kumer,59,Yes,No,4,11-12
Rajeshri Karnik,50,Yes,Yes,4,10-11
Tamanna Narayan,54,No,Yes,3,9-10
Rehaan Mall,65,No,Yes,3,12-1
Ati Swamy,19,No,No,1,9-10
Radhika Bhatnagar,32,No,No,2,1-2
Edhitha Badami,48,No,No,5,9-10
Nitara Lalla,64,No,Yes,5,4-5
Maanas Patel,62,Yes,No,4,12-1
Dominic Raghavan,58,No,No,5,12-1
Priya Pai,41,No,No,3,10-11
Falan Pathak,25,No,Yes,5,10-11
Sarthak Gopal,38,No,Yes,4,3-4
Laban Hans,53,Yes,Yes,3,2-3
Aradhana Biswas,34,No,No,4,3-4
Eta Naik,70,No,No,5,4-5
Oscar Zachariah,48,Yes,No,2,4-5
Zilmil Nagi,68,Yes,No,5,1-2
Wyatt Sarna,55,No,Yes,2,2-3
Anamika Prabhu,29,No,No,3,11-12
Omya Swaminathan,47,Yes,No,4,11-12
Patrick Nayak,66,No,No,3,12-1
Bachittar Bahl,65,Yes,No,3,4-5
Barkha Dewan,54,No,Yes,2,4-5
Ridhi Dhingra,52,No,No,3,2-3
Harrison Lad,37,No,Yes,1,4-5
Darika Chatterjee,68,Yes,No,5,11-12
Vritti Dubey,37,No,No,3,9-10
Chakrika Parekh,23,Yes,Yes,5,2-3
Balhaar Thaker,32,Yes,Yes,4,3-4
Aachal Mann,27,Yes,No,1,10-11
Siya Oommen,42,Yes,Yes,3,10-11
Samesh Deep,69,Yes,Yes,5,12-1
Janani Mahajan,33,Yes,Yes,0,12-1
Kabir Sha,37,Yes,No,5,2-3
Vanya Sunder,31,Yes,Yes,3,12-1
Charles Sawhney,37,Yes,Yes,1,3-4
Ridhi Pall,30,No,Yes,2,11-12
Turvi Vyas,69,No,Yes,4,10-11
Owen Jain,47,Yes,Yes,5,2-3
Ganga Divan,51,No,Yes,5,11-12
Jack Sengupta,55,No,Yes,5,11-12
Sathvik Rajagopal,59,No,No,1,12-1
Advaith Konda,31,No,Yes,5,9-10
Frado Raju,42,Yes,Yes,4,11-12
Turvi Gokhale,37,Yes,Yes,2,2-3
Rushil Kumer,50,Yes,Yes,0,1-2
Ranveer Balay,61,Yes,Yes,5,12-1
Eshana Panchal,65,Yes,Yes,3,10-11
Leena Nigam,70,Yes,No,4,11-12
Dhriti Baria,33,No,Yes,5,12-1
Ethan Bhatnagar,68,No,No,5,10-11
Ladli Manda,24,No,Yes,4,4-5
Advika Bakshi,30,No,No,3,11-12
Praneel Contractor,21,Yes,Yes,2,10-11
Avni Sankaran,48,Yes,No,4,4-5
Udarsh Kulkarni,51,Yes,Yes,0,4-5
Tarak Taneja,67,No,No,5,2-3
Amol Walla,22,Yes,No,1,2-3
Eesha Bedi,70,Yes,No,5,10-11
Varenya Mane,48,Yes,No,5,2-3
Jagdish Bandi,45,No,No,3,4-5
Bhavya Khosla,64,No,No,5,12-1
Rayaan Chopra,67,No,Yes,5,10-11
Faris Narayanan,55,No,No,5,11-12
Ronith Narain,61,No,Yes,5,12-1
Urishilla Dar,70,No,Yes,4,11-12
Ria Babu,48,Yes,No,2,12-1
Eta Gera,34,Yes,Yes,5,10-11
Jai Dhar,31,Yes,No,3,10-11
Krishna Basak,34,No,Yes,2,11-12
Onveer Parmar,36,Yes,Yes,5,10-11
Karan Kannan,18,No,Yes,4,2-3
Falak Som,44,No,Yes,4,2-3
Aarav Mangat,29,Yes,Yes,3,2-3
Damyanti Sibal,25,No,Yes,4,1-2
Falguni Kapur,51,Yes,No,2,11-12
Vanya Sampath,60,Yes,Yes,3,9-10
Bina Venkataraman,52,Yes,No,5,11-12
Devansh Choudhry,42,No,No,4,10-11
Damini Nagar,63,Yes,No,1,4-5
Patrick Shroff,22,No,Yes,4,9-10
Amrita Chatterjee,29,Yes,No,3,11-12
Indali Raj,62,Yes,No,4,3-4
Omaja Loke,36,Yes,Yes,5,1-2
Manbir Karnik,70,No,No,4,3-4
Owen Chada,47,Yes,No,4,11-12
Jonathan Dey,63,Yes,No,5,4-5
Chakradev Palan,25,Yes,No,5,9-10
Omkaar Sandal,46,No,Yes,4,2-3
Wishi Bala,55,No,Yes,2,4-5
Garima Chopra,62,Yes,Yes,4,1-2
Ranbir Srivastava,45,No,No,4,12-1
Charita Palla,43,No,Yes,2,9-10
Vasudha Gera,65,No,No,2,11-12
Aryan Buch,26,No,No,5,2-3
Chasmum Din,36,Yes,No,4,3-4
Zilmil Nagi,68,Yes,No,5,1-2
Caleb Chandran,27,No,Yes,4,9-10
Geetika Nagarajan,21,Yes,Yes,5,4-5
Hardik Bhakta,51,No,No,4,2-3
George Sankaran,70,No,Yes,4,1-2
Falan Ganesh,69,No,Yes,4,9-10
Damini Garde,37,Yes,Yes,3,1-2
Ayaan Nagarajan,32,No,Yes,0,3-4
Eesha Chana,25,Yes,No,5,2-3
Rayaan Lad,55,Yes,No,0,2-3
Neha Jain,40,Yes,No,5,2-3
Siddharth Rana,65,No,No,5,10-11
Vrishti Toor,44,No,No,0,9-10
Ladli Manda,24,No,Yes,4,4-5
Daniel Venkataraman,45,No,Yes,5,1-2
Jhalak Verma,52,Yes,No,5,12-1
Lucky Atwal,24,Yes,Yes,4,2-3
Harita Mukhopadhyay,38,Yes,No,4,4-5
Kamala Chandra,44,Yes,Yes,5,11-12
Vincent Rajan,40,Yes,No,5,4-5
Vrinda Dara,22,Yes,Yes,4,11-12
Hritik Salvi,50,Yes,Yes,4,11-12
Farhan Wagle,40,Yes,Yes,1,11-12
Dominic Kamdar,44,No,Yes,3,1-2
Charita Dara,31,No,Yes,4,1-2
Frederick Natt,22,Yes,No,4,12-1
Qarin Som,41,No,No,5,4-5
Kamya Modi,58,No,No,3,3-4
Dominic Raghavan,58,No,No,5,12-1
Aarini Bassi,57,No,No,4,2-3
Nilima Sinha,56,No,Yes,4,4-5
Jatin De,51,Yes,Yes,5,11-12
Zayan Mand,22,No,Yes,1,4-5
Rohan Dada,62,Yes,Yes,2,4-5
Urmi Sridhar,69,No,Yes,3,11-12
Jackson Ganesh,56,Yes,No,3,2-3
Yashasvi Venkatesh,40,Yes,Yes,5,4-5
Jagat Wagle,40,Yes,Yes,3,3-4
Jasmit Bora,43,No,No,3,4-5
Chandran Ben,22,No,No,3,3-4
Chakradhar Bal,70,Yes,No,5,4-5
Chaaya Gill,37,Yes,No,2,4-5
Elijah Bose,30,Yes,Yes,1,10-11
Henry Chaudry,25,No,Yes,5,1-2
Chandran Ravel,28,No,No,5,12-1
Zarna Halder,44,No,No,5,11-12
Gautami Nagi,45,Yes,Yes,1,9-10
Samar Parikh,48,No,Yes,3,11-12
Hemang Kashyap,63,Yes,No,5,9-10
Jhalak Kaul,61,No,No,0,10-11
Advaith Dyal,48,Yes,Yes,5,3-4
Chakradhar Bal,70,Yes,No,5,4-5
Jonathan Dey,63,Yes,No,5,4-5
Upma Sane,46,Yes,No,5,11-12
Devansh Bedi,37,No,No,5,11-12
Atharv Bail,63,Yes,No,5,1-2
Vivaan Subramaniam,35,No,No,4,4-5
Xavier Hayer,23,Yes,Yes,4,11-12
Harsh Varkey,30,No,Yes,4,1-2
Chaman Mall,56,No,No,2,2-3
Gaurang Bava,51,No,No,5,10-11
Abeer Dhillon,32,No,Yes,4,1-2
Dominic Kamdar,44,No,Yes,3,1-2
Udyati Kalita,52,Yes,No,1,12-1
Idika Gour,19,Yes,Yes,2,3-4
Gaurang Naidu,60,No,No,4,9-10
Zilmil Misra,49,Yes,Yes,2,9-10
Atharv Sunder,56,No,No,3,1-2
Yahvi Dhar,63,Yes,No,2,2-3
Sanaya Chawla,40,Yes,Yes,3,12-1
Viraj Chadha,44,Yes,No,2,11-12
Nisha Rout,65,No,Yes,4,12-1
Adya Mand,28,No,No,3,9-10
Dalbir Chopra,25,No,Yes,4,1-2
Radhika Mann,40,No,No,5,1-2
Isha More,42,Yes,No,4,1-2
Amol Biswas,42,No,No,3,11-12
Peter Goel,46,No,Yes,0,3-4
Priya Pai,41,No,No,3,10-11
Upkaar Bajwa,44,No,Yes,1,3-4
Ekanta Bose,27,No,No,4,11-12
Siddharth Rana,65,No,No,5,10-11
Chameli Ramesh,32,No,No,5,3-4
Nikita Sandhu,45,Yes,No,4,12-1
Aarav Nazareth,54,No,No,3,2-3
Tara Mahal,43,Yes,Yes,0,3-4
Matthew Cherian,38,No,Yes,5,3-4
Vanya Sharma,67,No,No,4,11-12
Kavya Wadhwa,57,Yes,Yes,5,3-4
Wazir Mitra,57,No,No,1,3-4
Anika Gera,49,Yes,Yes,1,12-1
Nitesh Mital,26,Yes,Yes,5,3-4
Nimrat Choudhury,57,No,Yes,2,1-2
Chandran Ben,22,No,No,3,3-4
Yashoda Sachdeva,18,No,No,5,4-5
Pahal Wable,25,No,Yes,5,3-4
Kavya Shere,28,No,Yes,4,10-11
Orinder Nadkarni,35,No,No,0,2-3
Upasna Ramachandran,47,No,No,1,1-2
Yatan Sant,65,No,Yes,5,4-5
Vasatika Sastry,56,No,Yes,5,2-3
Chandani Dash,19,No,No,5,11-12
Anya Loyal,68,Yes,No,4,11-12
Balendra Verma,34,Yes,No,4,2-3
Anita Bera,32,Yes,Yes,4,10-11
George Nagi,25,No,Yes,4,11-12
Samesh Kapoor,64,No,Yes,3,2-3
Liam Raj,21,No,Yes,3,11-12
Pushti Mittal,62,No,No,4,3-4
Hamsini Oommen,50,No,Yes,5,11-12
Advaith Dyal,48,Yes,Yes,5,3-4
Naveen Srinivas,28,No,Yes,4,10-11
Yochana Bumb,56,No,No,3,10-11
Geetika Nadkarni,32,Yes,Yes,4,12-1
Gunbir Ramaswamy,68,Yes,No,2,2-3
Udyati Bansal,28,Yes,Yes,5,10-11
Advaith Kumer,59,Yes,No,4,11-12
Aarnav Som,59,No,No,3,3-4
Omkaar Sandal,46,No,Yes,4,2-3
Lipika Khare,30,No,Yes,3,12-1
Harrison Dhar,41,No,No,3,2-3
Triveni Mand,64,Yes,Yes,0,1-2
Forum Khatri,27,No,Yes,4,2-3
Leena Peri,33,Yes,Yes,5,3-4
Vaishnavi Chowdhury,48,No,Yes,5,2-3
Vasatika Sastry,56,No,Yes,5,2-3
Dipta Raval,64,No,No,1,4-5
Aayush Raval,51,Yes,Yes,5,12-1
Nihal Ganesh,36,No,Yes,5,11-12
Rushil Sankar,20,Yes,Yes,3,10-11
Pushti Dani,69,No,Yes,4,3-4
Keya Sengupta,26,No,No,0,10-11
Leela Oommen,49,No,No,4,2-3
Eesha Nadig,42,Yes,No,0,2-3
Falan Pathak,25,No,Yes,5,10-11
Sai Kara,61,Yes,No,5,3-4
Zarna Lalla,22,Yes,Yes,3,9-10
Gaurangi Nayak,45,Yes,No,1,2-3
Azad Vohra,25,No,Yes,5,1-2
Jack Gopal,70,No,No,5,3-4
Manya Din,43,No,Yes,4,12-1
Triveni Iyer,33,Yes,No,3,2-3
Vidhi Dewan,35,No,No,5,11-12
Sathvik Basu,57,No,Yes,3,1-2
Ekalinga Hans,21,No,Yes,1,4-5
Andrew Mohanty,33,Yes,No,5,12-1
Wriddhish Bali,18,No,No,3,2-3
Vaishnavi Murty,51,Yes,Yes,2,10-11
Abeer Raman,56,Yes,No,3,10-11
Gaurangi Dalal,61,No,No,4,4-5
Max Lalla,33,No,Yes,5,11-12
Quincy Lanka,48,No,Yes,5,9-10
Harinakshi Pathak,35,Yes,No,4,2-3
Ranveer Balay,61,Yes,Yes,5,12-1
Manan Chaudhary,24,No,No,1,1-2
Onkar Vyas,67,Yes,Yes,5,2-3
Arunima Chand,61,Yes,Yes,2,9-10
Aditya Singh,48,Yes,No,2,11-12
Neel Wable,43,Yes,Yes,5,3-4
Kabir Sha,37,Yes,No,5,2-3
Jagvi Saha,70,Yes,No,5,12-1
Qushi Sidhu,51,No,Yes,5,9-10
Bhanumati Kaul,20,No,No,4,4-5
Jagat Hans,64,No,No,4,1-2
Indira Mand,59,No,No,4,9-10
Vanya Ravel,20,Yes,Yes,0,11-12
Gopal Swaminathan,31,No,No,3,10-11
Imaran Lanka,24,Yes,No,5,10-11
Harrison Dugal,56,No,No,3,1-2
Manan Chandra,40,Yes,Yes,3,11-12
Wishi Sarraf,32,Yes,No,1,9-10
Yochana Bumb,56,No,No,3,10-11
Falguni Shroff,66,No,Yes,5,10-11
Ishita Ahuja,46,No,No,4,3-4
Banjeet Murthy,25,No,No,4,12-1
Viraj Gara,43,Yes,Yes,0,3-4
Tanveer Loyal,35,Yes,No,4,11-12
Abeer Raman,56,Yes,No,3,10-11
Avni Sankaran,48,Yes,No,4,4-5
Frederick Natt,22,Yes,No,4,12-1
Hiral Hayre,67,Yes,Yes,1,11-12
Daksha Majumdar,48,Yes,Yes,4,10-11
Mekhala Magar,61,No,No,4,4-5
Abeer Acharya,44,Yes,No,1,12-1
Jack Gopal,70,No,No,5,3-4
Falan Banerjee,27,No,Yes,0,4-5
Lila Narula,27,Yes,Yes,4,2-3
Upma Ghose,68,Yes,Yes,4,10-11
Charita Minhas,69,Yes,Yes,3,2-3
Pahal Prabhu,58,Yes,No,4,11-12
Samuel Ghose,27,Yes,Yes,4,3-4
Ayushman Sarraf,28,No,No,4,1-2
Vasudha Gour,29,Yes,No,5,2-3
Maanas Rana,40,No,No,3,12-1
Krish Sagar,49,Yes,Yes,4,1-2
Falguni Minhas,24,No,No,5,11-12
Urmi Dasgupta,31,Yes,No,5,2-3
Kai Ratti,36,No,Yes,5,3-4
Kamya Loke,70,No,No,2,10-11
Yauvani Saraf,37,Yes,Yes,5,1-2
Oviya Om,57,Yes,Yes,3,11-12
Daniel Datta,21,Yes,Yes,2,4-5
Falak Som,44,No,Yes,4,2-3
Tanmayi Nadig,42,No,Yes,5,3-4
Unni Kothari,29,Yes,Yes,3,1-2
Ekaja Suresh,21,Yes,Yes,3,9-10
Reyansh Sathe,49,No,Yes,5,10-11
Vrishti Saran,36,No,Yes,3,1-2
Qabil Chander,18,No,Yes,5,10-11
Ikshita Sharaf,23,No,Yes,3,3-4
Yashvi Pau,48,No,No,5,11-12
Balveer Bains,32,No,Yes,4,2-3
Qabil Deep,54,No,Yes,5,9-10
Rishi Dubey,43,Yes,No,4,10-11
Aarav Dutt,31,Yes,Yes,3,1-2
Naksh Ramesh,19,Yes,Yes,2,2-3
Anmol Deo,34,No,Yes,2,12-1
Ansh Nayak,62,Yes,Yes,3,3-4
Rayaan Chopra,67,No,Yes,5,10-11
Vidhi Dewan,35,No,No,5,11-12
Ikshita Sachar,30,No,No,5,3-4
Diya Mane,32,No,No,4,10-11
Chanakya Basak,23,Yes,Yes,2,12-1
Ria Rajagopalan,44,Yes,Yes,3,10-11
Peter Keer,60,No,Yes,5,10-11
Arin Soni,60,Yes,Yes,3,4-5
Januja Sahota,56,No,No,1,12-1
Alka Singhal,66,No,No,2,9-10
Neha Agrawal,18,Yes,Yes,5,9-10
Yatan Oommen,49,Yes,Yes,1,4-5
Qushi Biswas,37,Yes,No,5,3-4
Dakshesh Sandal,29,Yes,Yes,3,2-3
Pranit Srivastava,34,Yes,Yes,4,4-5
Advika Warrior,64,No,Yes,4,9-10
Vasudha Karnik,56,No,Yes,5,2-3
Owen Sharma,21,No,No,3,1-2
Arin Vohra,44,Yes,No,3,1-2
Quincy Vig,62,No,No,5,2-3
Ikshita Goyal,40,No,Yes,2,1-2
Falan Balakrishnan,42,Yes,Yes,4,4-5
Oviya Om,57,Yes,Yes,3,11-12
Shravya Ahluwalia,63,Yes,Yes,2,1-2
Viraj Iyengar,26,Yes,No,3,3-4
Balvan Handa,64,Yes,No,5,1-2
Vrinda Lala,55,No,Yes,2,11-12
Andrew Dayal,19,No,Yes,3,3-4
Lopa Vasa,52,Yes,Yes,5,4-5
Tejas Sur,70,Yes,No,5,11-12
Vanya Sharma,67,No,No,4,11-12
Vincent Barad,30,No,Yes,3,11-12
Zarna Halder,44,No,No,5,11-12
Mekhala Khatri,51,No,No,5,3-4
Nidra Varma,49,No,No,4,11-12
Kiaan Dubey,21,Yes,Yes,2,2-3
Ekaja Randhawa,54,No,Yes,5,12-1
Azad Chakraborty,54,Yes,No,5,10-11
Jonathan Ratta,55,No,Yes,5,2-3
Hitesh Ramaswamy,35,No,Yes,4,2-3
Lohit Contractor,40,Yes,No,5,9-10
Dipta Mody,31,Yes,Yes,5,12-1
Abhiram Parmer,57,No,Yes,4,2-3
Utkarsh Buch,37,No,No,5,3-4
Bakhshi Chand,43,Yes,No,3,12-1
Nidra Pandya,34,No,Yes,4,2-3
Wakeeta Joshi,21,No,Yes,4,9-10
Sathvik Koshy,65,No,Yes,4,10-11
Balveer Nagar,69,Yes,No,5,9-10
Ikbal Karan,41,Yes,Yes,4,11-12
Maanas Rana,40,No,No,3,12-1
Vanya Sampath,60,Yes,Yes,3,9-10
Lopa Baral,67,Yes,No,1,1-2
Oscar Bumb,33,No,No,5,1-2
Harish Oak,21,No,No,5,11-12
Lohit Kapur,21,No,Yes,4,1-2
Imaran Ramachandran,34,Yes,No,5,4-5
Geetika Peri,59,Yes,Yes,0,11-12
Edhitha Gill,59,No,No,4,1-2
Raghav Walia,31,Yes,No,5,4-5
Kevin Dyal,19,No,No,3,3-4
Yoshita Mitter,60,Yes,No,5,1-2
Tanmayi Nadig,42,No,Yes,5,3-4
Gaurangi Butala,63,Yes,No,5,9-10
Peter Keer,60,No,Yes,5,10-11
Peter Boase,70,Yes,Yes,3,9-10
Balvan Walla,43,No,No,4,3-4
Hardik Bhakta,51,No,No,4,2-3
Laban Bahl,40,No,Yes,3,2-3
Pranit Gupta,64,No,Yes,2,11-12
Vivaan Menon,20,No,Yes,3,12-1
Viraj Chadha,44,Yes,No,2,11-12
Yashica Radhakrishnan,21,Yes,Yes,3,4-5
Aarini Ganesh,47,No,No,4,4-5
Yug Sarin,36,Yes,Yes,1,12-1
Pratyush Mitra,30,No,Yes,5,9-10
Harish Oak,21,No,No,5,11-12
Advaith Dutt,36,No,No,5,9-10
Jyoti Ratta,27,Yes,No,0,3-4
Divya Kalla,33,Yes,No,3,10-11
Maanas Lal,69,No,Yes,4,3-4
Frederick Dubey,42,Yes,Yes,2,1-2
Siddharth Sekhon,23,Yes,Yes,4,12-1
Ishita Ahuja,46,No,No,4,3-4
Hamsini Oommen,50,No,Yes,5,11-12
Yashvi Pau,48,No,No,5,11-12
Vanya Rattan,25,Yes,No,5,3-4
Saumya Saha,51,No,No,4,1-2
Kashvi Mukherjee,30,No,Yes,4,10-11
Leena Nigam,70,Yes,No,4,11-12
Yochana Deo,70,Yes,Yes,2,9-10
Aahana Date,57,No,No,4,3-4
Chavvi Merchant,30,Yes,Yes,5,9-10
Kamala Barad,70,No,No,5,12-1
William Sridhar,33,Yes,No,5,2-3
Hemangini Bhardwaj,36,Yes,No,3,1-2
Ekanta Bose,27,No,No,4,11-12
Tejas Sur,70,Yes,No,5,11-12
Leena Chaudhary,63,No,No,2,3-4
Nitesh Mital,26,Yes,Yes,5,3-4
Gautami Shan,44,No,No,5,4-5
Vasudha Aurora,21,Yes,Yes,0,10-11
Eta Gera,34,Yes,Yes,5,10-11
Brijesh Kalla,46,No,No,3,10-11
Isaac Sarraf,51,Yes,No,5,11-12
Yahvi Buch,52,Yes,Yes,5,10-11
Yashawini Savant,67,Yes,Yes,1,4-5
Ekaraj Keer,44,No,Yes,0,4-5
Ekaja Mander,42,No,No,2,11-12
Qarin Lala,48,No,No,1,9-10
Vaishnavi Chowdhury,48,No,Yes,5,2-3
Anusha Varma,45,No,Yes,3,11-12
Leena Peri,33,Yes,Yes,5,3-4
Siddharth Sekhon,23,Yes,Yes,4,12-1
Omya Maharaj,68,Yes,Yes,0,2-3
Wahab Bora,21,Yes,No,3,3-4
Ekaja Hayer,68,No,Yes,4,10-11
Vrinda Lala,55,No,Yes,2,11-12
Varenya Shah,38,Yes,Yes,4,1-2
Vritti Bobal,46,Yes,No,5,3-4
Charan Devan,27,Yes,No,3,4-5
Upma Sane,46,Yes,No,5,11-12
Tamanna Karnik,31,Yes,Yes,2,11-12
Ansh Kunda,29,Yes,No,5,1-2
Amrita Narain,35,No,Yes,3,11-12
Lucky Atwal,24,Yes,Yes,4,2-3
Irya Sachar,64,Yes,No,5,3-4
Qabil Chander,18,No,Yes,5,10-11
Baljiwan Dua,55,Yes,Yes,5,3-4
Balhaar Kapoor,59,No,No,5,2-3
Bhanumati Gara,52,Yes,No,5,12-1
Anika Yadav,50,Yes,Yes,5,1-2
Reva Bir,36,No,No,5,9-10
Pranav Vala,64,Yes,Yes,3,12-1
Chaaya Gill,37,Yes,No,2,4-5
Ria Kala,61,No,Yes,5,12-1
Devansh Bedi,37,No,No,5,11-12
Naveen Cherian,44,Yes,No,1,10-11
Mason Srivastava,64,Yes,Yes,4,2-3
Aditya Guha,53,No,No,4,2-3
Hema Bir,57,Yes,Yes,1,9-10
Ryan Sawhney,29,No,No,4,10-11
Keya Sharma,60,No,No,0,1-2
Ayush Din,70,Yes,No,5,10-11
Dayamai Borra,33,Yes,Yes,1,12-1
Vinaya Murty,48,Yes,Yes,5,9-10
Varenya Shah,38,Yes,Yes,4,1-2
Anika Singh,25,No,No,4,10-11
Timothy Dash,49,Yes,Yes,5,2-3
Arya Cherian,68,No,Yes,4,10-11
Rehaan Sekhon,30,No,No,4,3-4
Yashoda Sachdeva,18,No,No,5,4-5
Ekaraj Halder,34,No,No,5,11-12
Vritti Baria,25,No,Yes,2,10-11
Ubika Prakash,55,Yes,No,4,10-11
Ishita Kade,42,Yes,No,5,4-5
Amruta Madan,18,Yes,Yes,5,9-10
Tejas Sangha,25,Yes,Yes,2,4-5
Pushti Dani,69,No,Yes,4,3-4
Farhan Dave,26,Yes,Yes,3,1-2
Eta Shetty,26,Yes,Yes,0,10-11
Keya Bajwa,44,No,Yes,3,12-1
Saksham Nagi,69,No,Yes,5,12-1
Damini Wason,34,No,Yes,4,4-5
Priya Chawla,44,Yes,No,0,4-5
Yutika Ramanathan,20,No,Yes,4,4-5
Jagvi Agrawal,56,No,Yes,4,9-10
Nimrat Kaul,61,Yes,Yes,0,2-3
Pranav Dugal,20,No,No,2,12-1
Jackson Andra,45,No,Yes,3,12-1
Dominic Raghavan,58,No,No,5,12-1
Bachittar Batra,19,No,Yes,3,9-10
Rudra Bahl,67,No,Yes,3,11-12
Bishakha Bhandari,57,Yes,Yes,3,12-1
Odika Sanghvi,18,No,Yes,5,10-11
Tanveer Salvi,36,Yes,Yes,4,3-4
Daksh Joshi,39,Yes,Yes,5,3-4
Reyansh Shroff,42,Yes,Yes,4,12-1
Lohit Contractor,40,Yes,No,5,9-10
Jeremiah Chana,33,No,No,3,9-10
Sanya Prashad,63,No,No,2,4-5
Mohini Dhaliwal,45,No,No,5,12-1
Warhi Apte,56,No,No,3,9-10
Zayan Badal,36,Yes,No,5,3-4
Sara Muni,26,No,Yes,4,9-10
Maya Devi,20,No,No,5,12-1
Mohini Dhaliwal,45,No,No,5,12-1
Kalpit Ghose,65,No,Yes,0,1-2
Ranveer Balay,61,Yes,Yes,5,12-1
Warhi Sampath,26,Yes,Yes,2,11-12
Keya Sangha,52,No,No,4,2-3
Yamini Sami,67,No,No,5,9-10
Chatresh Kant,62,No,Yes,3,10-11
Vasatika Sastry,56,No,Yes,5,2-3
Yachana Murthy,53,Yes,No,5,2-3
Chavvi Merchant,30,Yes,Yes,5,9-10
Kala Dube,34,No,No,5,1-2
Ayush Din,70,Yes,No,5,10-11
Kashish Sarna,47,Yes,Yes,5,2-3
Saumya Sengupta,19,No,Yes,2,1-2
Jagat Hans,64,No,No,4,1-2
Siddharth Sekhon,23,Yes,Yes,4,12-1
Bhavna Prabhakar,56,Yes,No,0,4-5
Ansh Saha,51,Yes,Yes,0,1-2
Liam Raj,21,No,Yes,3,11-12
Udant Tandon,66,Yes,Yes,5,9-10
Isaac Natt,40,Yes,Yes,5,2-3
Rayaan Chopra,67,No,Yes,5,10-11
Saanvi Chhabra,66,Yes,Yes,2,3-4
Oeshi Nigam,57,No,Yes,3,1-2
Chandran Vora,68,No,Yes,5,3-4
Siddharth Ganesh,25,No,Yes,3,1-2
Niharika Nori,50,Yes,No,5,1-2
Eshana Parikh,54,No,No,2,12-1
Nathaniel Nadkarni,20,Yes,No,4,12-1
Meera Zachariah,36,Yes,No,4,12-1
Ekantika Sandal,30,No,Yes,5,4-5
Dipta Bava,27,Yes,Yes,5,11-12
Owen Jain,47,Yes,Yes,5,2-3
Veda Hayer,24,No,No,2,12-1
Lohit Contractor,40,Yes,No,5,9-10
Owen Chada,47,Yes,No,4,11-12
Kashish Lad,19,No,No,3,4-5
Falguni Minhas,24,No,No,5,11-12
Neha Puri,60,Yes,No,4,9-10
Ronith Narain,61,No,Yes,5,12-1
Sanya Prashad,63,No,No,2,4-5
Yutika Sidhu,47,Yes,Yes,5,11-12
Quincy Lanka,48,No,Yes,5,9-10
Charan Tata,33,Yes,No,4,4-5
Unni Mannan,40,No,No,5,10-11
Irya Sachar,64,Yes,No,5,3-4
